session_id,user_id,timestamp,device,browser,location,events,duration_seconds,transactions,revenue,bounce,source_info,user_id_copy
sess_00351,,2024-02-07T13:03:13,,Unknown,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-07T13:03:13""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-07T13:03:23""}]",2776,1,,yes,"{""utm_source"": ""google"", ""utm_medium"": ""display"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",
sess_00352,,2024-02-08T11:24:43,desktop,Firefox,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-08T11:24:43""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-08T11:24:53""}]",804,0,38.24,1,"{""utm_source"": ""google"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00353,,2024-02-11T04:56:32,,Edge,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-11T04:56:32""}]",720,0,194.69,,"{""utm_source"": ""linkedin"", ""utm_medium"": """", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_00354,,2024-04-05T04:44:22,,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-05T04:44:22""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-05T04:44:32""}]",2148,,,0,"{""utm_source"": null, ""utm_medium"": ""social"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00355,,2024-02-11T14:43:01,,Safari,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-11T14:43:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-11T14:43:11""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-11T14:43:26""}]",796,2,,1,"{""utm_source"": """", ""utm_medium"": ""social"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00356,,2024-04-24T22:53:02,,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-24T22:53:02""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-24T22:53:12""}]",3500,2,,yes,"{""utm_source"": ""facebook"", ""utm_medium"": ""organic"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00357,3684.0,2024-01-20T01:49:50,,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-20T01:49:50""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-20T01:50:00""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-20T01:50:15""}]",1113,1,30.62,yes,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00358,,2024-02-17T00:45:46,tablet,Safari,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-17T00:45:46""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-17T00:45:56""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-17T00:46:11""}]",254,,,no,"{""utm_source"": ""email"", ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00359,7602.0,2024-02-28T10:28:30,desktop,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-28T10:28:30""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-28T10:28:40""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-28T10:28:55""}]",,,152.15,1,"{""utm_source"": ""email"", ""utm_medium"": """", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00360,2610.0,2024-05-08T04:59:57,desktop,Unknown,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-08T04:59:57""}]",664,1,128.22,0,"{""utm_source"": null, ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00361,,2024-01-07T00:35:01,,Firefox,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-07T00:35:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-07T00:35:11""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-07T00:35:26""}]",3254,2,,1,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": null}",
sess_00362,2310.0,2024-02-08T11:31:41,mobile,Unknown,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-08T11:31:41""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-08T11:31:51""}]",1517,1,,no,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",2310.0
sess_00363,5089.0,2024-03-21T11:37:24,tablet,,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-21T11:37:24""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-21T11:37:34""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-21T11:37:49""}]",2663,1,85.61,,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00364,,2024-03-03T16:15:19,,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-03T16:15:19""}]",542,0,133.43,0,"{""utm_source"": ""google"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00365,5732.0,2024-02-21T15:09:29,tablet,Edge,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-21T15:09:29""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-21T15:09:39""}]",2298,1,,0,"{""utm_source"": """", ""utm_medium"": ""display"", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",5732.0
sess_00366,1992.0,2024-03-01T01:01:55,desktop,Firefox,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-01T01:01:55""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-01T01:02:05""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-01T01:02:20""}]",1313,,,yes,"{""utm_source"": ""google"", ""utm_medium"": ""display"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00367,,2024-05-14T12:31:25,tablet,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-14T12:31:25""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-14T12:31:35""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-14T12:31:50""}]",0,,,,"{""utm_source"": ""linkedin"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00368,4434.0,2024-01-28T12:16:29,mobile,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-28T12:16:29""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-28T12:16:39""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-28T12:16:54""}]",3043,,135.76,no,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",4434.0
sess_00369,,2024-03-12T06:17:48,tablet,Safari,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-12T06:17:48""}]",1830,0,42.56,,"{""utm_source"": """", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": null}",
sess_00370,4957.0,2024-04-10T08:16:29,tablet,,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-10T08:16:29""}]",1087,1,,,"{""utm_source"": ""email"", ""utm_medium"": null, ""utm_campaign"": null, ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00371,,2024-03-25T12:39:28,,Safari,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-25T12:39:28""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-25T12:39:38""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-25T12:39:53""}]",0,1,,0,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00372,,2024-05-30T02:07:39,tablet,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-30T02:07:39""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-30T02:07:49""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-30T02:08:04""}]",1030,,154.91,1,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00373,5816.0,2024-04-01T07:40:55,tablet,Edge,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-01T07:40:55""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-01T07:41:05""}]",427,,,no,"{""utm_source"": ""None"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00374,,INVALID_DATE,mobile,Unknown,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-16T22:04:20""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-16T22:04:30""}]",,,,1,"{""utm_source"": ""google"", ""utm_medium"": ""display"", ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00375,,2024-03-02T16:09:55,mobile,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-02T16:09:55""}]",1002,0,,0,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00376,,2024-04-12T10:04:01,desktop,Firefox,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-12T10:04:01""}]",2991,,118.94,no,"{""utm_source"": ""newsletter"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00377,3884.0,2024-05-31T20:10:41,tablet,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-31T20:10:41""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-31T20:10:51""}]",2076,,20.7,,"{""utm_source"": ""None"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00378,8306.0,2024-04-25T16:57:42,desktop,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-25T16:57:42""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-25T16:57:52""}]",2045,1,159.02,no,,
sess_00379,,2024-01-30T05:26:28,,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-30T05:26:28""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-30T05:26:38""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-30T05:26:53""}]",0,0,33.91,,,
sess_00380,9175.0,2024-04-14T17:59:43,tablet,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-14T17:59:43""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-14T17:59:53""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-14T18:00:08""}]",1613,,14.84,no,"{""utm_source"": """", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00381,,2024-02-09T09:03:57,tablet,Unknown,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-09T09:03:57""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-09T09:04:07""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-09T09:04:22""}]",2943,,,,,
sess_00382,4592.0,2024-01-22T15:29:02,desktop,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-22T15:29:02""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-22T15:29:12""}]",1515,,190.05,yes,"{""utm_source"": ""None"", ""utm_medium"": null, ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00383,,2024-03-18T13:44:16,,Chrome,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-18T13:44:16""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-18T13:44:26""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-18T13:44:41""}]",1434,0,2.66,,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00384,,2024-01-02T07:36:51,mobile,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-02T07:36:51""}]",3182,,157.95,,"{""utm_source"": """", ""utm_medium"": ""organic"", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00385,2509.0,2024-04-06T03:32:29,,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-06T03:32:29""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-06T03:32:39""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-06T03:32:54""}]",1185,,,,"{""utm_source"": ""email"", ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00386,2242.0,2024-04-19T08:05:56,desktop,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-19T08:05:56""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-19T08:06:06""}]",2243,2,,1,"{""utm_source"": ""None"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00387,,2024-05-27T13:16:44,,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-27T13:16:44""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-27T13:16:54""}]",555,0,,,"{""utm_source"": ""facebook"", ""utm_medium"": ""display"", ""utm_campaign"": null, ""referrer_url"": null}",
sess_00388,3463.0,INVALID_DATE,,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-28T17:44:35""}]",3141,,187.67,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""display"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",3463.0
sess_00389,6818.0,2024-01-11T14:10:07,desktop,Safari,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-11T14:10:07""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-11T14:10:17""}]",3184,,48.09,no,"{""utm_source"": ""google"", ""utm_medium"": ""organic"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00390,,2024-04-18T01:14:11,,Chrome,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-18T01:14:11""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-18T01:14:21""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-18T01:14:36""}]",2506,,111.7,,"{""utm_source"": ""linkedin"", ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00391,,2024-05-08T11:25:23,,Chrome,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-08T11:25:23""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-08T11:25:33""}]",1335,0,183.54,,"{""utm_source"": """", ""utm_medium"": ""email"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00392,,2024-05-07T11:09:33,,Edge,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-07T11:09:33""}]",,,,yes,"{""utm_source"": ""google"", ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_00393,,2024-04-12T20:20:56,mobile,Firefox,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-12T20:20:56""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-12T20:21:06""}]",,2,,yes,"{""utm_source"": ""email"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00394,,2024-01-14T02:28:30,tablet,Chrome,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-14T02:28:30""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-14T02:28:40""}]",0,,,1,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00395,,2024-02-23T12:03:20,desktop,Firefox,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-23T12:03:20""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-23T12:03:30""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-23T12:03:45""}]",1892,,,,"{""utm_source"": ""None"", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00396,,2024-03-24T08:58:41,,Edge,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-24T08:58:41""}]",2744,0,32.08,0,"{""utm_source"": ""facebook"", ""utm_medium"": ""cpc"", ""utm_campaign"": """", ""referrer_url"": null}",
sess_00397,,2024-01-31T23:17:05,desktop,Unknown,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-31T23:17:05""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-31T23:17:15""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-31T23:17:30""}]",437,1,,0,"{""utm_source"": ""email"", ""utm_medium"": ""email"", ""utm_campaign"": """", ""referrer_url"": """"}",
sess_00398,,2024-01-04T20:55:45,,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-04T20:55:45""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-04T20:55:55""}]",844,,,yes,,
sess_00399,,2024-02-04T11:41:55,,Firefox,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-04T11:41:55""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-04T11:42:05""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-04T11:42:20""}]",1654,0,,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""email"", ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_00400,,2024-04-28T03:21:20,tablet,Edge,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-28T03:21:20""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-28T03:21:30""}]",2691,2,122.35,no,"{""utm_source"": ""facebook"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",
sess_00401,,INVALID_DATE,,Unknown,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-07T00:09:13""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-07T00:09:23""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-07T00:09:38""}]",1448,2,79.41,no,"{""utm_source"": ""google"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00402,,2024-03-19T12:10:38,,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-19T12:10:38""}]",3406,,130.05,,"{""utm_source"": ""None"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00403,,2024-01-28T18:32:34,desktop,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-28T18:32:34""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-28T18:32:44""}]",2495,0,24.71,no,"{""utm_source"": ""email"", ""utm_medium"": ""cpc"", ""utm_campaign"": null, ""referrer_url"": """"}",
sess_00404,,2024-05-10T11:40:08,,Safari,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-10T11:40:08""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-10T11:40:18""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-10T11:40:33""}]",441,1,,0,"{""utm_source"": ""linkedin"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00405,3283.0,2024-04-16T08:32:06,,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-16T08:32:06""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-16T08:32:16""}]",1269,1,153.45,yes,"{""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",3283.0
sess_00406,,2024-01-11T04:10:54,,Firefox,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-11T04:10:54""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-11T04:11:04""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-11T04:11:19""}]",1405,,85.87,yes,"{""utm_source"": ""None"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_00407,,2024-02-04T21:40:11,,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-04T21:40:11""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-04T21:40:21""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-04T21:40:36""}]",2095,2,,yes,"{""utm_source"": ""google"", ""utm_medium"": ""organic"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00408,,INVALID_DATE,,Unknown,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-15T14:37:51""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-15T14:38:01""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-15T14:38:16""}]",2129,2,144.48,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00409,,2024-01-25T10:37:19,mobile,Firefox,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-25T10:37:19""}]",0,,,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_00410,,2024-02-01T12:02:01,,Chrome,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-01T12:02:01""}]",1243,0,127.38,0,"{""utm_source"": ""email"", ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_00411,5150.0,2024-03-21T05:35:24,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-21T05:35:24""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-21T05:35:34""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-21T05:35:49""}]",2484,2,52.17,0,,
sess_00412,,2024-03-26T11:36:53,desktop,Firefox,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-26T11:36:53""}]",2809,0,199.82,no,,
sess_00413,2698.0,2024-01-26T15:44:42,desktop,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-26T15:44:42""}]",3293,,,yes,"{""utm_source"": ""linkedin"", ""utm_medium"": ""email"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00414,5583.0,2024-04-10T03:57:32,mobile,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-10T03:57:32""}]",702,1,,1,"{""utm_source"": ""None"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00415,6233.0,2024-02-16T12:47:20,tablet,Edge,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-16T12:47:20""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-16T12:47:30""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-16T12:47:45""}]",0,0,115.66,yes,"{""utm_source"": ""newsletter"", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00416,5367.0,2024-01-14T06:40:55,desktop,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-14T06:40:55""}]",3557,0,,1,"{""utm_source"": ""facebook"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_00417,5431.0,2024-05-13T07:01:14,,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-13T07:01:14""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-13T07:01:24""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-13T07:01:39""}]",1297,,67.66,yes,"{""utm_source"": null, ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_00418,,2024-02-04T14:29:02,,Safari,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-04T14:29:02""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-04T14:29:12""}]",567,,,no,"{""utm_source"": null, ""utm_medium"": ""email"", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_00419,6670.0,2024-01-17T10:51:33,mobile,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-17T10:51:33""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-17T10:51:43""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-17T10:51:58""}]",474,1,,,"{""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",6670.0
